,Unnamed: 0.1,Unnamed: 0.1.1,Alcohol,Malic.acid,Ash,Acl,Mg,Phenols,Flavanoids,Nonflavanoid.phenols,Proanth,Color.int,Hue,OD,Proline,Wine,N,Expect,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,Scalar_calc,Distance_to_Borders
0,18,18,0.3,-0.5770750988142292,0.3368983957219249,-0.0309278350515462,-0.4347826086956522,0.0689655172413792,-0.0421940928270042,-0.4339622641509433,-0.2113564668769716,-0.6177474402730375,0.0406504065040651,0.8681318681318679,-0.1911554921540655,1,24,0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,57.541824485181245,7.598935489281632
1,30,30,0.073684210526316,-0.6996047430830039,-0.2085561497326202,-0.4948453608247422,-0.3913043478260869,-0.0206896551724138,-0.0295358649789029,-0.4339622641509433,-0.3943217665615141,-0.5870307167235496,0.1382113821138211,0.0402930402930401,0.0584878744650498,1,38,0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,52.41275903054338,5.906973435099053
2,1,1,0.1421052631578945,-0.5889328063241106,-0.1657754010695186,-0.9381443298969072,-0.3478260869565217,0.1517241379310345,0.021097046413502,-0.5094339622641509,-0.4511041009463722,-0.4709897610921503,-0.0731707317073169,0.5604395604395604,0.1012838801711839,1,1,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,45.26709651005496,7.17406903870325
3,29,29,0.0631578947368425,-0.6403162055335969,0.2727272727272725,-0.2371134020618556,-0.3913043478260869,0.0137931034482761,-0.1181434599156117,-0.3962264150943397,-0.3501577287066245,-0.4931740614334472,0.0406504065040651,-0.0915750915750917,0.1797432239657632,1,37,0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,42.52836926681506,5.040940085895661
4,17,17,0.4105263157894743,-0.5573122529644268,0.0695187165775399,-0.3814432989690719,-0.3260869565217391,0.1241379310344827,0.0717299578059071,-0.4716981132075472,-0.1924290220820188,-0.5699658703071673,0.0243902439024392,1.0,0.079885877318117,1,22,0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,41.32841674800884,8.217164154332817
5,28,28,0.1842105263157891,-0.6442687747035574,0.5828877005347592,-0.4948453608247422,-0.1304347826086956,0.1172413793103448,-0.0126582278481012,-0.2075471698113207,-0.4006309148264982,-0.4334470989761093,-0.0081300813008128,0.106227106227106,-0.1412268188302424,1,36,0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,40.51100511766938,5.418916116604031
6,20,20,0.1947368421052635,-0.6126482213438735,-0.1657754010695186,-0.3402061855670102,-0.4782608695652174,-0.0206896551724138,-0.219409282700422,-0.4716981132075472,-0.4069400630914825,-0.5443686006825939,-0.121951219512195,0.098901098901099,0.4365192582025676,1,27,0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,40.18422967640386,5.357150001003025
7,35,35,0.0631578947368425,-0.592885375494071,-0.2085561497326202,-0.3402061855670102,-0.1956521739130434,0.3931034482758622,0.1223628691983123,-0.4339622641509433,0.0220820189274446,-0.3583617747440274,-0.3495934959349592,0.523809523809524,-0.1340941512125535,1,44,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,39.57589458667483,6.324974587190962
8,16,16,0.0,0.209486166007905,0.3796791443850267,-0.1752577319587626,-0.3043478260869565,-0.0137931034482756,-0.1265822784810125,-0.5471698113207548,-0.0094637223974762,-0.4505119453924915,-0.105691056910569,0.6483516483516483,-0.2981455064194008,1,21,0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,37.59247796787499,5.410219477381943
9,22,22,0.5736842105263156,-0.6284584980237153,-0.090909090909091,-0.4432989690721648,-0.4347826086956522,0.1517241379310345,-0.160337552742616,-0.5094339622641509,-0.0094637223974762,-0.416382252559727,-0.089430894308943,0.6996336996336996,0.079885877318117,1,29,0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,37.48776630807232,6.949219375169644
